LOS,Freq
2882,8
2883,7
2884,16
2885,9
2886,9
2887,7
2888,14
2889,5
2890,11
2891,10
2892,17
2893,9
2894,8
2895,11
2896,11
2897,11
2898,9
2899,11
2900,7
2901,12
2902,6
2903,7
2904,7
2905,13
2906,11
2907,13
2908,16
2909,10
2910,13
2911,11
2912,13
2913,13
2914,16
2915,11
2916,12
2917,11
2918,11
2919,13
2920,13
2921,9
2922,11
2923,5
2924,12
2925,11
2926,13
2927,5
2928,15
2929,9
2930,13
2931,11
2932,6
2933,9
2934,8
2935,14
2936,16
2937,12
2938,11
2939,9
2940,17
2941,7
2942,5
2943,18
2944,12
2945,10
2946,11
2947,12
2948,12
2949,13
2950,10
2951,14
2952,11
2953,12
2954,9
2955,4
2956,9
2957,5
2958,6
2959,11
2960,11
2961,7
2962,7
2963,10
2964,12
2965,3
2966,12
2967,11
2968,14
2969,6
2970,17
2971,7
2972,7
2973,9
2974,8
2975,8
2976,8
2977,7
2978,7
2979,6
2980,10
2981,11
2982,11
2983,9
2984,8
2985,9
2986,12
2987,9
2988,11
2989,11
2990,10
2991,12
2992,11
2993,19
2994,7
2995,11
2996,11
2997,7
2998,10
2999,11
3000,5
3001,8
3002,7
3003,9
3004,12
3005,7
3006,6
3007,14
3008,8
3009,10
3010,7
3011,8
3012,9
3013,7
3014,8
3015,6
3016,13
3017,12
3018,12
3019,7
3020,3
3021,9
3022,5
3023,3
3024,13
3025,12
3026,4
3027,11
3028,10
3029,10
3030,11
3031,5
3032,6
3033,11
3034,4
3035,7
3036,10
3037,10
3038,8
3039,5
3040,10
3041,12
3042,7
3043,8
3044,7
3045,9
3046,14
3047,2
3048,6
3049,11
3050,10
3051,8
3052,8
3053,11
3054,8
3055,13
3056,6
3057,12
3058,9
3059,9
3060,10
3061,8
3062,10
3063,10
3064,8
3065,10
3066,9
3067,5
3068,6
3069,6
3070,5
3071,5
3072,7
3073,9
3074,9
3075,6
3076,11
3077,9
3078,5
3079,8
3080,7
3081,9
3082,10
3083,16
3084,10
3085,6
3086,9
3087,15
3088,14
3089,4
3090,9
3091,4
3092,9
3093,5
3094,11
3095,9
3096,6
3097,7
3098,8
3099,7
3100,10
3101,9
3102,6
3103,10
3104,11
3105,10
3106,12
3107,8
3108,10
3109,9
3110,7
3111,7
3112,6
3113,8
3114,9
3115,9
3116,14
3117,12
3118,8
3119,5
3120,5
3121,9
3122,13
3123,7
3124,11
3125,6
3126,8
3127,8
3128,7
3129,5
3130,6
3131,5
3132,11
3133,7
3134,8
3135,10
3136,11
3137,10
3138,2
3139,9
3140,7
3141,7
3142,10
3143,9
3144,13
3145,4
3146,4
3147,10
3148,4
3149,7
3150,6
3151,5
3152,9
3153,5
3154,9
3155,4
3156,6
3157,5
3158,4
3159,10
3160,11
3161,9
3162,7
3163,7
3164,10
3165,11
3166,9
3167,8
3168,5
3169,10
3170,10
3171,13
3172,11
3173,9
3174,7
3175,5
3176,12
3177,4
3178,7
3179,5
3180,11
3181,9
3182,8
3183,4
3185,5
3186,3
3187,5
3188,12
3189,9
3190,7
3191,4
3192,10
3193,9
3194,6
3195,8
3196,9
3197,5
3198,15
3199,15
3200,6
3201,7
3202,10
3203,7
3204,5
3205,9
3206,4
3207,10
3208,3
3209,7
3210,8
3211,5
3212,7
3213,9
3214,6
3215,9
3216,5
3217,13
3218,5
3219,5
3220,6
3221,8
3222,11
3223,3
3224,10
3225,9
3226,7
3227,6
3228,9
3229,4
3230,8
3231,9
3232,7
3233,6
3234,5
3235,9
3236,10
3237,9
3238,6
3239,14
3240,7
3241,5
3242,8
3243,3
3244,9
3245,4
3246,14
3247,9
3248,7
3249,6
3250,8
3251,8
3252,2
3253,7
3254,5
3255,13
3256,9
3257,8
3258,6
3259,7
3260,9
3261,6
3262,6
3263,7
3264,10
3265,7
3266,8
3267,9
3268,8
3269,7
3270,6
3271,8
3272,8
3273,11
3274,9
3275,9
3276,10
3277,11
3278,5
3279,4
3280,7
3281,10
3282,7
3283,13
3284,7
3285,6
3286,5
3287,5
3288,8
3289,2
3290,5
3291,3
3292,8
3293,5
3294,4
3295,12
3296,8
3297,5
3298,8
3299,5
3300,10
3301,9
3302,4
3303,4
3304,9
3305,8
3306,5
3307,8
3308,4
3309,6
3310,4
3311,6
3312,8
3313,9
3314,6
3315,9
3316,4
3317,10
3318,5
3319,6
3320,10
3321,4
3322,9
3323,3
3324,8
3325,8
3326,7
3327,4
3328,3
3329,5
3330,10
3331,3
3332,7
3333,5
3334,5
3335,9
3336,3
3337,7
3338,2
3339,9
3340,4
3341,5
3342,8
3343,7
3344,8
3345,6
3346,8
3347,7
3348,3
3349,8
3350,4
3351,7
3352,11
3353,4
3354,5
3355,9
3356,4
3357,5
3358,4
3359,6
3360,9
3361,6
3362,7
3363,4
3364,6
3365,5
3366,3
3367,9
3368,6
3369,8
3370,4
3371,5
3372,13
3373,8
3374,7
3375,7
3376,1
3377,9
3378,10
3379,7
3380,4
3381,4
3382,4
3383,5
3384,4
3385,3
3386,3
3387,10
3388,10
3389,6
3390,4
3391,4
3392,8
3393,8
3394,2
3395,5
3396,5
3397,6
3398,6
3399,1
3400,7
3401,5
3402,10
3403,5
3404,6
3405,13
3406,10
3407,11
3408,9
3409,3
3410,4
3411,2
3412,6
3413,7
3414,2
3415,7
3416,6
3417,2
3418,8
3419,9
3420,5
3421,4
3422,2
3423,10
3424,8
3425,5
3426,9
3427,10
3428,4
3429,8
3430,5
3431,7
3432,9
3433,5
3434,8
3435,8
3436,12
3437,6
3438,5
3439,9
3440,4
3441,8
3442,4
3443,3
3444,3
3445,3
3446,6
3447,7
3448,4
3449,4
3450,12
3451,5
3452,9
3453,4
3454,2
3455,8
3456,7
3457,4
3458,6
3459,5
3460,6
3461,4
3462,4
3463,8
3464,4
3465,7
3466,6
3467,9
3468,5
3469,4
3470,5
3471,7
3472,3
3473,6
3474,4
3475,4
3476,7
3477,5
3478,10
3479,5
3480,4
3481,4
3482,4
3483,3
3484,4
3485,4
3486,5
3487,5
3488,5
3489,5
3490,2
3491,3
3492,7
3493,3
3494,8
3495,7
3496,8
3497,9
3498,4
3499,10
3500,4
3501,5
3502,2
3503,4
3504,5
3505,6
3506,8
3507,7
3508,2
3509,7
3510,5
3511,5
3512,5
3513,2
3514,6
3515,3
3516,9
3517,1
3518,3
3519,5
3520,7
3521,4
3522,5
3524,5
3525,4
3526,7
3527,5
3528,7
3529,2
3530,5
3531,3
3532,5
3533,3
3534,3
3535,7
3536,5
3537,3
3538,7
3539,3
3540,5
3541,2
3542,8
3543,3
3544,6
3545,4
3546,3
3547,3
3548,7
3549,3
3550,8
3551,7
3552,4
3553,4
3554,2
3555,7
3556,4
3557,4
3558,8
3559,4
3560,4
3561,4
3562,5
3563,7
3564,2
3565,6
3566,5
3567,6
3568,4
3569,3
3570,2
3571,5
3572,6
3573,4
3574,9
3575,6
3576,5
3577,7
3578,5
3579,2
3580,5
3581,3
3582,5
3583,4
3584,3
3585,2
3586,1
3587,1
3588,5
3589,5
3590,4
3591,2
3592,6
3593,5
3594,6
3595,4
3596,5
3597,5
3598,8
3599,3
3600,5
3601,4
3602,5
3603,4
3604,10
3605,4
3607,2
3608,6
3609,4
3610,4
3611,5
3612,3
3613,5
3614,3
3615,7
3616,5
3617,4
3618,4
3619,8
3620,1
3621,5
3622,4
3623,2
3624,5
3625,3
3626,4
3627,3
3628,3
3629,8
3630,3
3631,6
3632,4
3633,5
3634,4
3635,6
3636,8
3637,5
3638,3
3639,7
3640,5
3641,5
3642,5
3643,5
3644,7
3645,5
3646,1
3647,6
3648,5
3649,4
3650,5
3651,2
3652,4
3653,4
3654,6
3655,7
3656,5
3657,9
3658,2
3659,1
3660,1
3661,5
3662,5
3663,3
3664,5
3665,7
3666,4
3667,3
3668,5
3669,9
3670,7
3671,1
3672,4
3673,3
3674,5
3675,5
3676,3
3677,4
3678,1
3679,5
3680,4
3681,2
3682,5
3683,3
3684,4
3685,4
3686,1
3687,8
3688,3
3689,4
3690,4
3691,5
3692,2
3693,6
3694,3
3695,3
3696,2
3697,6
3698,2
3699,3
3700,4
3701,3
3702,4
3703,5
3705,3
3706,3
3707,4
3708,2
3709,1
3710,3
3711,8
3712,3
3713,3
3714,4
3715,7
3716,10
3717,9
3718,4
3719,4
3720,4
3721,3
3722,6
3723,2
3724,9
3725,4
3726,2
3727,4
3728,6
3729,3
3730,4
3731,5
3732,2
3733,6
3734,4
3735,3
3736,4
3737,5
3738,6
3739,4
3741,3
3742,1
3743,5
3744,4
3745,6
3746,6
3747,6
3748,4
3749,7
3750,2
3751,2
3752,1
3753,4
3754,4
3755,3
3756,4
3757,6
3758,3
3759,3
3760,4
3761,6
3762,1
3763,3
3764,4
3765,10
3766,5
3767,2
3768,5
3769,2
3770,1
3771,3
3772,6
3773,7
3774,5
3775,1
3776,4
3777,5
3778,7
3779,2
3780,3
3781,1
3782,2
3783,1
3784,6
3785,3
3786,5
3787,2
3788,6
3789,1
3790,2
3791,2
3792,6
3793,4
3794,2
3795,3
3796,1
3797,6
3798,4
3799,5
3800,7
3801,2
3802,4
3803,3
3804,2
3805,4
3806,6
3807,5
3808,6
3809,2
3810,4
3811,5
3812,8
3813,1
3814,2
3815,2
3817,2
3818,6
3819,6
3820,7
3821,5
3822,3
3823,5
3824,1
3825,4
3826,1
3827,5
3828,4
3829,4
3830,4
3831,4
3832,2
3833,3
3834,3
3835,2
3836,4
3837,1
3838,3
3839,2
3840,3
3841,3
3842,3
3843,7
3844,5
3845,3
3846,7
3847,1
3848,5
3849,3
3850,2
3851,2
3852,5
3853,3
3854,2
3855,2
3856,1
3857,3
3858,7
3859,3
3860,4
3861,1
3862,3
3863,2
3864,6
3865,2
3866,7
3867,4
3868,4
3869,6
3870,2
3871,2
3872,3
3873,7
3874,1
3875,3
3876,2
3877,5
3878,5
3879,1
3880,4
3881,2
3882,2
3883,6
3884,2
3885,5
3886,5
3888,5
3889,3
3890,2
3891,2
3892,3
3893,2
3894,4
3895,2
3896,3
3897,2
3898,10
3900,5
3901,7
3902,2
3903,6
3904,7
3905,4
3906,4
3907,4
3908,8
3909,3
3910,3
3911,5
3912,3
3913,4
3914,1
3915,4
3916,3
3917,3
3918,4
3919,3
3920,3
3921,3
3923,2
3924,3
3925,4
3926,4
3927,6
3928,2
3929,3
3930,1
3931,3
3932,2
3933,4
3934,3
3936,3
3938,5
3939,1
3940,3
3941,3
3943,1
3944,5
3945,2
3946,5
3947,3
3948,2
3949,6
3950,2
3951,4
3952,6
3954,6
3955,5
3956,5
3957,5
3958,8
3959,3
3961,3
3962,4
3963,6
3964,6
3965,1
3966,7
3967,5
3968,3
3969,4
3970,2
3971,2
3972,3
3973,2
3974,3
3975,5
3976,2
3977,3
3978,9
3979,4
3980,3
3981,1
3982,3
3984,5
3985,2
3986,3
3987,1
3988,8
3989,4
3990,2
3991,5
3992,2
3993,6
3994,2
3995,6
3996,5
3997,3
3998,6
3999,2
4000,4
4001,3
4002,4
4003,5
4004,4
4005,6
4006,4
4007,2
4008,2
4009,3
4010,9
4011,3
4012,4
4013,8
4014,7
4015,1
4016,2
4017,6
4018,4
4019,1
4020,2
4021,4
4022,6
4024,3
4025,3
4026,1
4027,5
4028,1
4029,3
4030,5
4031,3
4032,6
4033,9
4035,3
4036,4
4037,2
4038,5
4040,3
4041,3
4043,2
4044,4
4045,5
4046,4
4047,2
4048,5
4049,3
4050,3
4051,4
4052,3
4053,8
4054,3
4055,4
4056,4
4057,4
4058,6
4059,2
4060,6
4061,4
4062,4
4063,1
4064,2
4065,4
4066,4
4067,2
4068,5
4069,2
4070,7
4071,1
4072,1
4073,1
4074,1
4075,4
4076,2
4077,2
4078,3
4079,1
4080,5
4081,5
4082,3
4083,4
4084,1
4086,2
4088,3
4089,4
4090,5
4091,3
4092,3
4093,3
4094,3
4095,1
4096,5
4097,2
4098,2
4099,3
4100,2
4101,3
4102,7
4103,2
4104,4
4105,6
4106,1
4107,3
4108,2
4109,1
4110,3
4111,4
4112,4
4113,3
4114,4
4116,2
4117,1
4119,2
4120,2
4121,4
4124,2
4125,2
4126,3
4127,3
4128,3
4129,1
4130,4
4131,3
4132,1
4133,1
4134,2
4135,2
4136,2
4138,1
4139,3
4140,5
4141,2
4142,1
4143,2
4144,2
4146,1
4147,2
4148,4
4149,1
4150,5
4151,1
4152,3
4153,2
4154,2
4155,4
4156,2
4157,4
4159,4
4160,2
4161,3
4162,4
4163,3
4164,2
4165,1
4166,4
4168,2
4169,1
4170,3
4171,5
4172,4
4173,3
4174,2
4175,4
4176,2
4177,1
4178,1
4179,3
4180,4
4181,1
4182,2
4183,6
4184,1
4185,4
4186,4
4187,1
4188,2
4189,5
4190,1
4191,3
4192,1
4193,1
4194,2
4195,4
4196,3
4197,2
4198,1
4199,1
4200,2
4202,3
4203,2
4204,4
4205,4
4206,4
4207,4
4208,6
4209,1
4210,1
4211,1
4212,3
4213,3
4214,2
4215,2
4216,4
4217,3
4218,1
4219,1
4220,1
4222,2
4223,4
4225,3
4226,3
4227,3
4228,3
4229,2
4230,3
4231,2
4232,1
4233,1
4234,2
4235,3
4237,1
4238,5
4239,2
4240,3
4243,1
4244,1
4246,2
4247,6
4248,4
4249,1
4250,4
4251,2
4252,5
4253,2
4254,1
4255,4
4256,3
4257,4
4259,3
4260,1
4262,2
4263,3
4264,3
4265,1
4266,2
4267,4
4268,3
4269,5
4270,2
4271,1
4272,1
4273,3
4274,2
4275,3
4276,3
4277,3
4278,1
4279,2
4280,3
4281,1
4282,1
4283,2
4284,1
4285,3
4286,6
4287,2
4288,4
4289,3
4290,1
4291,2
4292,5
4293,2
4294,2
4295,8
4296,1
4297,3
4298,2
4299,2
4301,4
4302,3
4303,3
4304,1
4305,1
4306,2
4307,3
4308,3
4310,3
4311,4
4312,1
4313,1
4314,3
4315,4
4316,2
4317,1
4318,1
4319,1
4320,5
4321,4
4322,3
4323,5
4324,5
4325,2
4326,2
4327,1
4330,2
4331,3
4332,2
4333,2
4334,2
4337,1
4338,2
4340,1
4341,3
4342,1
4343,3
4344,1
4345,2
4346,4
4347,5
4348,4
4349,3
4350,2
4351,4
4352,2
4353,3
4355,1
4356,1
4358,5
4359,1
4360,1
4361,2
4363,4
4364,1
4365,1
4367,2
4368,3
4369,6
4371,1
4372,4
4373,3
4374,1
4375,3
4376,1
4378,3
4379,4
4380,3
4381,3
4382,2
4383,2
4384,2
4385,2
4388,2
4389,3
4390,5
4391,1
4392,2
4393,4
4394,4
4395,1
4396,3
4397,2
4398,1
4399,2
4400,2
4401,3
4402,3
4403,1
4404,1
4405,2
4406,2
4407,2
4408,4
4410,5
4411,2
4412,5
4413,2
4414,2
4416,2
4419,2
4420,1
4421,2
4422,1
4423,1
4424,4
4425,2
4426,5
4427,3
4428,2
4429,1
4430,3
4431,1
4432,1
4433,1
4434,3
4437,4
4438,5
4441,2
4442,5
4443,2
4444,1
4445,3
4446,5
4447,2
4448,3
4449,4
4450,4
4451,1
4452,2
4453,1
4454,4
4455,1
4456,3
4458,3
4460,1
4461,2
4462,2
4463,3
4464,2
4465,1
4466,3
4467,1
4468,2
4469,1
4470,4
4471,1
4473,3
4474,2
4475,2
4476,1
4477,1
4478,1
4479,2
4481,3
4482,2
4483,1
4486,1
4487,2
4488,2
4490,2
4491,1
4492,2
4493,3
4494,3
4496,3
4497,2
4498,3
4500,3
4501,3
4503,2
4504,2
4505,1
4506,3
4507,3
4508,1
4509,4
4510,1
4511,1
4512,2
4513,3
4514,2
4515,2
4517,5
4518,1
4519,4
4520,3
4521,2
4523,1
4524,3
4525,1
4526,2
4527,3
4528,1
4529,3
4530,3
4531,1
4532,1
4533,2
4534,4
4535,1
4536,1
4538,1
4539,1
4540,1
4541,1
4542,1
4543,2
4544,2
4545,1
4546,3
4547,2
4548,2
4549,3
4550,1
4552,1
4553,3
4554,5
4555,2
4556,1
4557,4
4558,1
4559,1
4560,6
4561,1
4563,2
4564,2
4565,2
4567,1
4568,1
4569,4
4571,3
4572,2
4573,1
4575,1
4576,2
4577,2
4578,2
4580,3
4581,2
4582,2
4584,2
4587,1
4588,1
4589,2
4590,2
4591,1
4592,4
4593,1
4595,1
4596,2
4597,1
4599,2
4600,3
4602,1
4604,1
4606,2
4608,1
4609,4
4610,1
4611,4
4612,3
4613,1
4614,1
4615,2
4618,1
4619,7
4620,2
4621,2
4622,1
4623,3
4624,1
4625,2
4627,2
4628,5
4629,1
4630,2
4631,1
4633,2
4634,3
4636,1
4637,2
4639,1
4641,1
4642,2
4644,2
4645,3
4646,3
4647,2
4648,1
4649,3
4650,1
4651,3
4652,2
4654,1
4655,1
4657,3
4658,1
4660,4
4661,1
4662,1
4663,5
4665,1
4666,1
4667,2
4668,1
4669,2
4671,1
4672,3
4673,1
4674,1
4677,2
4678,2
4679,2
4680,1
4682,1
4683,2
4684,3
4685,1
4686,2
4687,1
4688,1
4690,2
4691,4
4692,1
4694,1
4695,2
4696,3
4698,2
4699,1
4700,1
4701,1
4702,1
4703,2
4704,1
4705,1
4706,2
4707,1
4709,1
4710,6
4711,5
4712,4
4713,3
4714,2
4716,2
4717,2
4719,2
4720,4
4721,2
4722,4
4723,1
4724,3
4726,1
4727,2
4728,4
4730,2
4731,3
4732,2
4733,2
4734,1
4735,2
4736,1
4737,1
4739,3
4741,1
4742,1
4743,3
4744,1
4745,1
4746,4
4748,1
4749,3
4750,3
4751,4
4752,2
4755,2
4756,1
4757,2
4758,1
4759,3
4760,1
4761,3
4762,3
4763,2
4764,1
4765,3
4766,1
4767,1
4768,3
4769,2
4773,2
4774,1
4775,2
4776,3
4777,2
4779,2
4781,3
4782,1
4783,2
4784,1
4786,1
4787,1
4788,3
4789,2
4791,1
4794,1
4795,4
4797,1
4799,1
4800,2
4801,2
4802,1
4805,2
4807,1
4808,2
4809,2
4811,4
4812,4
4813,2
4814,2
4816,2
4817,3
4818,1
4819,1
4820,3
4821,3
4822,1
4823,2
4824,1
4825,1
4826,1
4827,3
4829,2
4830,1
4835,1
4836,1
4838,2
4840,1
4841,2
4842,4
4843,2
4845,2
4847,1
4848,1
4850,2
4851,2
4852,1
4853,1
4854,3
4856,1
4857,1
4858,2
4859,3
4860,2
4862,1
4863,2
4864,1
4865,2
4866,3
4867,3
4870,5
4871,1
4873,2
4874,3
4875,1
4876,1
4877,1
4878,3
4879,3
4881,1
4882,3
4883,1
4884,2
4886,2
4890,1
4891,1
4892,3
4893,1
4894,1
4896,1
4897,2
4899,2
4900,1
4901,1
4903,3
4904,1
4906,1
4907,1
4908,1
4909,2
4910,2
4912,4
4913,2
4915,3
4916,2
4917,2
4918,1
4920,1
4921,3
4923,2
4924,1
4926,2
4930,1
4931,2
4933,2
4934,1
4935,1
4936,3
4938,2
4939,2
4941,2
4942,1
4945,2
4948,3
4949,1
4951,1
4952,3
4953,2
4956,1
4957,4
4958,1
4959,2
4961,2
4962,1
4964,2
4965,1
4966,2
4967,2
4968,2
4969,1
4970,1
4972,3
4973,2
4974,3
4977,2
4979,2
4980,4
4981,1
4985,1
4986,1
4987,3
4988,1
4991,1
4992,2
4994,5
4995,1
4996,1
4998,1
5000,2
5003,2
5004,1
5005,1
5006,1
5007,1
5008,1
5009,2
5010,1
5011,1
5012,1
5013,3
5015,1
5017,2
5018,1
5019,1
5021,4
5022,2
5024,2
5026,1
5027,2
5029,2
5030,1
5031,1
5032,1
5033,2
5036,1
5037,2
5038,1
5039,1
5040,1
5041,1
5043,2
5044,2
5047,2
5050,2
5051,2
5052,2
5053,1
5054,2
5058,1
5060,1
5061,1
5062,4
5064,1
5065,1
5066,1
5068,2
5069,1
5070,1
5072,1
5073,3
5074,2
5076,1
5078,3
5079,1
5080,1
5081,2
5083,1
5084,2
5085,2
5086,1
5087,1
5088,1
5089,1
5090,1
5091,1
5092,1
5093,2
5094,1
5095,2
5097,2
5098,1
5099,3
5101,1
5102,1
5104,2
5107,2
5108,1
5109,2
5114,2
5115,1
5116,1
5117,1
5118,1
5120,1
5121,2
5123,3
5124,2
5126,2
5127,1
5129,2
5132,2
5133,2
5134,1
5139,1
5140,1
5141,2
5142,1
5143,2
5144,2
5145,1
5146,2
5147,2
5148,2
5150,2
5151,2
5153,1
5155,1
5157,1
5158,1
5160,1
5163,1
5166,1
5167,1
5170,1
5171,1
5172,1
5173,1
5174,1
5175,1
5176,2
5178,1
5179,1
5180,2
5181,1
5182,1
5183,1
5184,1
5185,2
5186,2
5187,1
5188,1
5189,1
5191,1
5192,2
5196,1
5200,1
5203,1
5205,2
5207,1
5208,1
5210,1
5215,1
5219,1
5221,1
5222,1
5224,1
5226,1
5227,2
5230,2
5231,1
5233,1
5234,1
5236,3
5237,1
5238,1
5241,1
5242,1
5249,1
5250,1
5251,1
5252,1
5253,2
5254,3
5255,1
5256,1
5258,1
5259,2
5260,1
5261,2
5262,1
5265,1
5267,1
5268,4
5270,1
5273,2
5274,3
5276,2
5277,3
5278,2
5279,1
5285,1
5286,1
5288,1
5294,1
5295,2
5296,1
5297,1
5298,1
5299,1
5303,1
5304,5
5309,2
5311,1
5313,1
5315,2
5316,2
5317,1
5318,2
5321,1
5322,1
5324,1
5325,1
5326,1
5328,2
5329,1
5330,2
5333,2
5336,1
5338,2
5339,1
5340,1
5342,1
5345,1
5346,1
5348,1
5349,1
5351,1
5354,1
5357,1
5362,1
5364,3
5365,1
5366,1
5367,2
5368,1
5370,1
5373,1
5375,1
5376,1
5379,2
5380,1
5385,1
5388,1
5389,1
5390,1
5391,2
5393,1
5395,1
5396,2
5399,1
5400,2
5401,1
5402,1
5404,1
5406,1
5407,2
5411,2
5413,1
5415,1
5417,1
5418,3
5419,2
5420,1
5421,1
5427,5
5428,1
5431,1
5432,1
5434,1
5435,1
5436,1
5438,1
5440,1
5441,1
5443,2
5444,1
5447,1
5448,1
5449,3
5450,3
5451,1
5452,1
5455,1
5456,1
5458,2
5461,1
5462,1
5464,2
5470,4
5471,1
5477,1
5478,1
5479,2
5480,2
5482,1
5486,2
5487,1
5489,2
5492,1
5494,1
5497,1
5503,1
5504,1
5506,1
5508,1
5511,1
5513,2
5515,2
5516,2
5517,2
5519,1
5522,1
5523,1
5525,1
5526,1
5527,2
5529,2
5530,1
5532,1
5533,1
5534,1
5537,2
5539,1
5540,2
5541,1
5546,1
5549,2
5551,3
5553,1
5554,1
5556,1
5558,1
5559,1
5560,3
5561,1
5562,1
5563,1
5565,1
5566,1
5567,1
5570,1
5571,1
5573,1
5574,1
5576,3
5577,1
5580,2
5582,1
5584,1
5585,2
5586,1
5589,1
5590,2
5591,3
5593,1
5594,1
5595,1
5599,1
5602,1
5608,1
5610,1
5614,1
5617,1
5619,1
5620,2
5622,2
5623,1
5626,1
5627,2
5628,2
5633,1
5636,1
5639,2
5642,1
5643,1
5646,1
5648,1
5649,1
5651,2
5653,2
5654,2
5655,1
5656,1
5658,2
5662,1
5663,1
5664,1
5667,2
5670,1
5671,2
5672,1
5673,1
5675,2
5680,1
5681,1
5682,1
5683,2
5684,1
5694,4
5696,1
5700,1
5702,1
5703,1
5707,2
5709,1
5710,1
5711,2
5719,1
5723,1
5725,2
5727,1
5729,1
5732,3
5733,1
5734,2
5738,1
5739,1
5740,1
5742,1
5743,1
5744,2
5745,1
5746,2
5748,1
5750,1
5757,1
5760,1
5761,1
5766,1
5767,1
5769,2
5771,2
5772,1
5773,2
5776,1
5780,1
5781,1
5790,2
5792,1
5793,2
5794,1
5795,1
5798,1
5800,1
5801,1
5810,2
5811,1
5814,3
5815,1
5817,1
5818,1
5819,1
5824,1
5830,2
5831,1
5833,2
5835,1
5836,1
5838,2
5843,1
5845,1
5846,1
5847,2
5848,1
5849,3
5850,1
5851,1
5853,1
5854,2
5856,1
5859,1
5860,1
5861,1
5863,1
5867,1
5870,1
5872,1
5873,1
5875,1
5876,1
5879,1
5882,1
5883,1
5885,1
5888,2
5890,1
5891,1
5892,2
5894,1
5895,1
5896,1
5897,1
5898,1
5899,1
5900,2
5906,1
5912,2
5913,1
5915,1
5916,1
5921,1
5925,1
5931,1
5940,1
5942,1
5943,1
5944,1
5946,1
5948,1
5953,1
5958,1
5961,1
5964,2
5966,2
5967,1
5969,1
5970,1
5973,1
5974,1
5976,1
5979,1
5980,1
5983,1
5986,1
5992,1
5993,1
5994,1
5995,1
5998,1
6000,2
6001,1
6002,1
6003,1
6004,1
6005,2
6006,1
6007,1
6011,1
6014,1
6018,1
6019,1
6025,1
6032,1
6034,1
6035,1
6036,1
6037,1
6038,1
6040,1
6042,2
6045,1
6046,3
6048,1
6049,2
6050,2
6051,1
6052,1
6054,1
6057,1
6060,1
6062,1
6071,1
6072,1
6077,1
6082,2
6087,1
6094,1
6096,1
6098,3
6101,1
6103,1
6104,2
6105,1
6108,3
6112,1
6113,2
6114,3
6116,1
6123,1
6124,1
6126,2
6128,1
6132,1
6133,2
6134,1
6136,1
6140,1
6143,1
6146,1
6150,2
6152,1
6153,1
6154,1
6155,1
6158,1
6160,1
6163,1
6164,1
6165,1
6166,2
6168,1
6174,1
6179,1
6180,1
6181,1
6183,1
6189,1
6194,2
6197,1
6199,1
6200,1
6202,1
6205,1
6209,1
6210,1
6212,2
6214,1
6221,1
6223,2
6224,1
6226,3
6227,1
6229,2
6232,1
6242,1
6243,1
6248,1
6251,2
6254,1
6260,1
6261,1
6274,2
6277,1
6278,2
6281,2
6284,2
6286,2
6289,1
6295,1
6297,1
6308,1
6313,1
6316,1
6317,1
6324,1
6328,1
6329,1
6330,1
6331,1
6342,2
6343,1
6348,1
6351,1
6353,1
6355,1
6357,1
6359,2
6362,1
6367,1
6384,1
6387,1
6390,1
6391,1
6393,1
6398,3
6399,2
6408,1
6410,2
6412,2
6417,1
6419,1
6420,3
6421,1
6424,1
6425,1
6434,1
6435,1
6438,1
6444,1
6445,1
6450,1
6452,1
6455,1
6456,1
6462,1
6469,1
6476,1
6477,2
6482,1
6489,1
6497,1
6503,2
6517,3
6521,1
6522,1
6523,1
6527,2
6531,1
6538,1
6545,1
6547,1
6549,1
6554,1
6559,3
6564,1
6566,1
6568,1
6575,1
6580,1
6582,1
6591,1
6592,2
6595,1
6599,1
6601,2
6605,1
6606,1
6607,3
6612,1
6613,1
6615,1
6618,1
6626,1
6628,1
6635,1
6638,1
6642,1
6643,1
6653,2
6658,2
6661,1
6662,1
6668,2
6673,1
6675,1
6677,1
6684,1
6685,1
6690,1
6691,1
6694,1
6697,1
6704,1
6705,3
6708,1
6715,2
6719,1
6723,1
6726,2
6731,1
6733,1
6740,2
6757,2
6758,2
6773,1
6774,1
6775,1
6777,1
6787,1
6791,1
6794,1
6798,1
6800,1
6806,1
6810,1
6813,2
6815,1
6816,1
6817,1
6827,1
6833,1
6851,1
6852,1
6855,1
6860,1
6863,1
6866,2
6867,1
6878,1
6880,1
6890,2
6894,1
6897,1
6901,1
6902,1
6912,1
6921,1
6924,1
6927,1
6931,2
6933,1
6934,1
6936,1
6938,1
6940,2
6944,1
6947,1
6957,1
6965,1
6975,1
6976,2
6977,1
6978,1
6984,1
6987,1
6988,1
6993,1
6995,2
7006,1
7009,1
7010,1
7019,1
7027,1
7034,1
7047,1
7048,1
7053,1
7054,1
7055,2
7064,1
7069,1
7076,1
7081,1
7085,1
7097,1
7098,1
7099,1
7104,1
7108,1
7109,1
7112,1
7126,1
7130,1
7134,1
7139,1
7142,1
7157,1
7162,1
7166,1
7172,1
7175,1
7177,2
7181,1
7187,1
7191,1
7193,1
7198,1
7207,1
7221,1
7223,1
7225,2
7226,1
7231,1
7237,1
7239,1
7241,1
7258,1
7260,1
7264,1
7269,1
7272,1
7277,1
7279,1
7286,1
7289,1
7296,1
7303,1
7305,1
7327,1
7328,1
7343,1
7344,1
7348,1
7358,1
7387,1
7401,1
7409,1
7410,1
